0.36, 0.51, 0.04, 0.0, 0.0, 0.69 
0.42, 0.49, 0.04, 0.0, 0.0, 0.7 
0.54, 0.49, 0.04, 0.0, 0.0, 0.69 
0.54, 0.49, 0.04, 0.0, 0.0, 0.7 
0.69, 0.49, 0.04, 0.0, 0.0, 0.69 
0.42, 0.45, 0.04, 0.0, 0.0, 0.7 
0.44, 0.4, 0.04, 0.0, 0.0, 0.7 
0.31, 0.37, 0.04, 0.0, 0.0, 0.69 
0.55, 0.36, 0.04, 0.0, 0.0, 0.69 
0.45, 0.37, 0.04, 0.0, 0.0, 0.7 
0.49, 0.38, 0.04, 0.0, 0.0, 0.69 
0.54, 0.38, 0.04, 0.0, 0.0, 0.7 
0.47, 0.38, 0.04, 0.0, 0.0, 0.69 
0.42, 0.39, 0.04, 0.0, 0.0, 0.7 
0.5, 0.39, 0.04, 0.0, 0.0, 0.69 
0.53, 0.39, 0.04, 0.0, 0.0, 0.68 
0.6, 0.39, 0.04, 0.0, 0.0, 0.68 
0.64, 0.4, 0.04, 0.0, 0.0, 0.7 
0.58, 0.4, 0.04, 0.0, 0.0, 0.71 
0.62, 0.4, 0.04, 0.0, 0.0, 0.68 
0.66, 0.4, 0.04, 0.0, 0.0, 0.72 
0.59, 0.4, 0.04, 0.0, 0.0, 0.68 
0.49, 0.41, 0.04, 0.0, 0.0, 0.69 
0.42, 0.41, 0.04, 0.0, 0.0, 0.71 
0.61, 0.41, 0.04, 0.0, 0.0, 0.71 
0.61, 0.41, 0.04, 0.0, 0.0, 0.68 
0.47, 0.41, 0.04, 0.0, 0.0, 0.69 
0.49, 0.41, 0.04, 0.0, 0.0, 0.7 
0.44, 0.41, 0.04, 0.0, 0.0, 0.69 
0.44, 0.41, 0.04, 0.0, 0.0, 0.7 
0.59, 0.42, 0.04, 0.0, 0.0, 0.71 
0.4, 0.42, 0.04, 0.0, 0.0, 0.69 
0.51, 0.42, 0.04, 0.0, 0.0, 0.71 
0.5, 0.42, 0.04, 0.0, 0.0, 0.69 
0.56, 0.42, 0.04, 0.0, 0.0, 0.68 
0.65, 0.42, 0.04, 0.0, 0.0, 0.69 
0.37, 0.42, 0.04, 0.0, 0.0, 0.69 
0.39, 0.44, 0.04, 0.0, 0.0, 0.69 
0.39, 0.45, 0.04, 0.0, 0.0, 0.7 
0.31, 0.48, 0.04, 0.0, 0.0, 0.69 
0.31, 0.5, 0.04, 0.0, 0.0, 0.69 
0.31, 0.52, 0.04, 0.0, 0.0, 0.69 
0.33, 0.53, 0.04, 0.0, 0.0, 0.69 
0.33, 0.54, 0.04, 0.0, 0.0, 0.7 
0.47, 0.54, 0.04, 0.0, 0.0, 0.7 
0.57, 0.54, 0.04, 0.0, 0.0, 0.71 
0.44, 0.55, 0.04, 0.0, 0.0, 0.69 
0.36, 0.55, 0.04, 0.0, 0.0, 0.69 
0.47, 0.55, 0.04, 0.0, 0.0, 0.7 
0.46, 0.55, 0.04, 0.0, 0.0, 0.71 
0.39, 0.55, 0.04, 0.0, 0.0, 0.69 
0.44, 0.55, 0.04, 0.0, 0.0, 0.7 
0.36, 0.55, 0.04, 0.0, 0.0, 0.69 
0.4, 0.54, 0.04, 0.0, 0.0, 0.69 
0.44, 0.54, 0.04, 0.0, 0.0, 0.7 
0.47, 0.54, 0.04, 0.0, 0.0, 0.69 
0.57, 0.54, 0.04, 0.0, 0.0, 0.69 
0.36, 0.55, 0.04, 0.0, 0.0, 0.69 
0.43, 0.55, 0.04, 0.0, 0.0, 0.7 
0.53, 0.55, 0.04, 0.0, 0.0, 0.7 
0.47, 0.55, 0.04, 0.0, 0.0, 0.69 
0.49, 0.55, 0.04, 0.0, 0.0, 0.7 
0.54, 0.55, 0.04, 0.0, 0.0, 0.68 
0.39, 0.55, 0.04, 0.0, 0.0, 0.69 
0.47, 0.54, 0.04, 0.0, 0.0, 0.68 
0.39, 0.55, 0.04, 0.0, 0.0, 0.69 
0.36, 0.55, 0.04, 0.0, 0.0, 0.69 
0.36, 0.55, 0.04, 0.0, 0.0, 0.69 
0.31, 0.55, 0.04, 0.0, 0.0, 0.68 
0.38, 0.55, 0.04, 0.0, 0.0, 0.69 
0.36, 0.53, 0.04, 0.0, 0.0, 0.7 
0.39, 0.45, 0.04, 0.0, 0.0, 0.7 
0.44, 0.42, 0.04, 0.0, 0.0, 0.7 
0.44, 0.37, 0.04, 0.0, 0.0, 0.7 
0.42, 0.39, 0.04, 0.0, 0.0, 0.7 
0.36, 0.4, 0.04, 0.0, 0.0, 0.69 
0.36, 0.41, 0.04, 0.0, 0.0, 0.69 
0.42, 0.41, 0.04, 0.0, 0.0, 0.69 
0.39, 0.41, 0.04, 0.0, 0.0, 0.69 
0.51, 0.42, 0.04, 0.0, 0.0, 0.68 
0.51, 0.42, 0.04, 0.0, 0.0, 0.68 
0.57, 0.42, 0.04, 0.0, 0.0, 0.69 
